uid,sags_id,page_id,link,text_data,emner,sags_register_refs
12168,233-1890,18900612_119-12,https://storage.googleapis.com/openaws-webonly/18900612_119.pdf#page=12,"til, at den omhandlede foranstaltning vilde forbedre den smalle passage for fodgængere saa meget som forholdene tillade det uden uforholdsmæssig store udgifter og uden at besværliggjøre Broens Aabning eller skibenes gjennemgang. Udgiften foreslog Udvalget derhos at paaføre konto 15 i havnebudgettet for indeværende Aar.
Denne indstilling tiltraadtes.",,"1890:18,26,34,46,56,130,142,143,159. side: 150#1890:26,34,56,79,92,106,130, side: 275#1890:113,130,133,138,217,217, side: 343#1890:79,130. side: 419"
12175,164-1890,18900619_130-2,https://storage.googleapis.com/openaws-webonly/18900619_130.pdf#page=2,"Et fra Enken Johanne Petersen foreliggende Andragende om Erstatning for den skade, der er tilføjet Klælderen i den hende tilhørende Ejendom, Teglgaardsgade Nr. 7, ved en den 11te April d. A. af Tilstopning af Kloakrørerne stedfunden Oversvømmelse, fandt Byraadet ikke Anledning til at bevilge, da Oversvømmelsen efter Brolægningsudvalgets Erklæring maa tilskrive den Omstændighed, at Klagerinden paa egen Haand ladet anlægge en Afløbsledning fra Kjælderen til Kloaken.",#Kloakvæsen og Vandafledning.~Oversvømmelser.,"1890:47,79,99,131,150. side: 232#1890:131. side: 329#1890:92,101,107,131,146,159,177,185,186,217,230,237, side: 546"
12177,201-1890,18900619_130-3,https://storage.googleapis.com/openaws-webonly/18900619_130.pdf#page=3,"Efter at det Udvalg, der blev nedsat i Mødet den 22de f, M. med det Formaal for Øje at afgive Betænkning over det da foreliggende Andragende fra Foreningen af Haandværkere og Fabrikabejdere til gjensidig Understøttelse om Understøttelse af Kommunens Kasse til Dækning af Foreningens Underskud for 1889, mundtligt havde ytret sig over Sagen, og denne derefter paany var bleven drøftet, besluttede man at lade samme gaa tilbage til videre Forhandlinger med Andragerne paa det af Udvalget fremstillede Grundlag, navnlig en Sammensmeltning af de forskjellige bestaaende Sygekasser. (Se Mødet den 6te Nøvember.)",Foreninger.~Foreningen af Haandværkere og Fabriksarbejdere (jfr. ”Sundhedsvæsen” under ”Sygekasser”).,"1890:113,132,205,232, side: 115#1890:132. side: 187#1890:132. side: 202#1890:128,132,232,237, side: 301#1890:132. side: 443#1890:132. side: 546"
12178,219-1890,18900619_130-3,https://storage.googleapis.com/openaws-webonly/18900619_130.pdf#page=3,", Efter at Budgetudvalget mundtligt havde ytret sig det i forrige Møde indkomne Andragende om Aktietegning i en paatænkt Jærnbane fra Aarhus til Hammel, og Sagen derefter paa ny var drøftet, besluttede man foreløbig at udsætte samme. (Se Mødet den 11te Decbr.",#Jernbanevæsen.~Anlæg af ny Baner.,"1890:113,132,205,232, side: 115#1890:132. side: 187#1890:132. side: 202#1890:128,132,232,237, side: 301#1890:132. side: 443#1890:132. side: 546"
12179,222-1890,18900619_130-3,https://storage.googleapis.com/openaws-webonly/18900619_130.pdf#page=3,"Paa Begjæring af Ejeren tillod Byraadet at Fortovet udfor Vildthandler Fr. Nielsens Ejendom, Thunøgade Nr. 44, maa blive belagt med Tjærebeton, ligesom ud for de andre Ejendomme i samme Gade, imod at Ejeren godtgjør Kommunen de dertil medgaaende Udgifter, der ere Terminer til 130 Kr., ved afdragsvis Vetaling i 4 halvaarlige Terminer og mod Forrentning af det til enhver Tid tilbagestaaende Beløb efter 4% aarlig.",#Gader.~Fortove.,"1890:113,132,205,232, side: 115#1890:132. side: 187#1890:132. side: 202#1890:128,132,232,237, side: 301#1890:132. side: 443#1890:132. side: 546"
12180,230-1890,18900619_130-3,https://storage.googleapis.com/openaws-webonly/18900619_130.pdf#page=3,"I Anledning af en fra Sygehus= og Politilægen under 10de d. M. derom modtagen Indstilling bifaldt Byraadet, at der til Medhjælp for nævnte Læge fra den 1 ste Juli d. A. at regne og indtil videre antages en af Byens andre Læger, som herfor tillægges et Honorar af 700 Kroner aarlig, hvilket Honorar afholdes af Konto VIII 2 m., som i dette Øjemed for indeværende Aar forhøjes med 350 Kr., samt at praktiserende Læge Chr. Grauer antages dertil.",#Rets- og Politivæsen.~Politivæsen.#Sygehuse.~Kommunens Sygehus (Kommunehospitalet).,"1890:113,132,205,232, side: 115#1890:132. side: 187#1890:132. side: 202#1890:128,132,232,237, side: 301#1890:132. side: 443#1890:132. side: 546"
12181,234-1890,18900619_130-3,https://storage.googleapis.com/openaws-webonly/18900619_130.pdf#page=3,"Efter derom foreliggende Andragende, imod hvilket Udvalget for Byens og Omegnens Forskjønnelse intet har fundet at erindre, tillod Byraadet, at de udfor Sømandshjemmets Ejendom, Havnegade nr. 38, staaende Træer maa omhugges.",#Gader.~Rydning og Beplantning langs Veje.,"1890:113,132,205,232, side: 115#1890:132. side: 187#1890:132. side: 202#1890:128,132,232,237, side: 301#1890:132. side: 443#1890:132. side: 546"
12183,239-1890,18900619_130-4,https://storage.googleapis.com/openaws-webonly/18900619_130.pdf#page=4,"Efter Indstilling af Udvalget for Bygninger og Inventar antog Byraadet følgende Tilskud paa Levering af Brændsel til Kommunens Forbrug i Tidsrummet fra den 1ste Juli d. A. til den 1ste Juli 1891, nemlig:
1. Fra Hans Broge & Komp. paa Levering af ca 11,200 Tdr. Kul i følgende Mærker efter Udvalgets nærmere Bestemmelse, nemlig:
Charlestown Bellwood 
                              til 2 kr. 53 Øre pr. td. á 290 Pd.
Do. Cowdenbeath ""   2  -   53 _
Batsons Hartley         2  -    75
Rangtrigg                   2 -     75
Best Hartlen of Lambs 2 -    89
Nøddekul                     2  -    63
2. Fra B. Reddersen paa levering af 55 Favne Bøgebrænde  à 19 Kr. 45 Øre pr. Favn.",Byrad.,"1890:133,176. side: 218#1890:133,176. side: 295#1890:113,130,133,138,217,217, side: 343"
12196,134-1890,18900717_133-5,https://storage.googleapis.com/openaws-webonly/18900717_133.pdf#page=5,"Til Efterretning toges en fra Stiftamtet modtagen Kommunikation af Indenrigsministeriets Skrivelse af 3dje d. M., hvorved Ministeriet efter stedfunden Brevvexling med Krigsministeriet samtykker i, at den Entreprenør Hans Jensen efter Ophævelsen af det mellem ham og Byraadet indgaaede Lejemaal om en Øvelses-og Parkplads for 3dje Artilleriafdeling tilkommende Erstatning - se Mødet den 17de April - bestemmes til 420 Kr., hvormed han, efter hvad Krigsministeriet ha meddelt, har erklæret sig tilfreds paa Betingelse af, at den paagjældende Jordlod overlades ham til Brug inden Udgangen af den med den 5te Juli forløbne Uge, hvilken Betingelse er opfyldt fra Kommunens Side ved Foranstaltning af Indkvarteringskommissionen. Beløbet vil være at optage paa Kjøbstadens næste Indkvarterings-Opgjørelse til fuld Refusion af Statskassen.",Garnisonen.~Øvelsespladser.,"1890:83,137. side: 227"
12198,145-1890,18900717_133-6,https://storage.googleapis.com/openaws-webonly/18900717_133.pdf#page=6,"Efter derom foreliggende Andragende fra vedkommende Grundejere og Brolægningsudvalgets over samme afgivne Erklæring vedtog Byraadet at lade en Kloakledning nedlægge langs Ejendommene Nr. 5-11 paa Tværvejen fra Randers Landevej til Ris Skov, naar Andragerne ville indgaa paa at erstatte Kommunen de dertil medgaaende Udgifter, der af Stadsingeniøren ere anslaaede til 360 Kr., hvilket fordelt paa 134 Fod Facadelængde udgjør et Bidrag af 2 Kr. 70 Øre pr. løbende Fod Facadelængde for hver af de i Anlægget interesserede Ejendomme, foruden Stikledninger, der maa betales særskilt, ved afdragsvis Betaling i 6 halvaarlige Terminer og mod Forrentning af det til enhver Tid tilbagestaaende Beløb med 4 % aarlig, hvorhos det er en Betingelse, at Kloaken skal være Kommunens Ejendom og som saadan fremtidigt renholdes og vedligeholdes ved offentlig Foranstaltning.
(Se Mødet den 28de August.)","Kloakvæsen og Vandafledning.~Kloaker, Kloakanlæg.","1890:138,160. side: 325#1890:113,130,133,138,217,217, side: 343#1890:88,122,138,149, side: 489"
12199,151-1890,18900717_133-6,https://storage.googleapis.com/openaws-webonly/18900717_133.pdf#page=6,"Med Skrivelse af 10de f. M. var der fra Skoledirektionen for Aarhus Kjøbstad og Hasle Herred til Erklæring modtaget 32 Ansøgninger om det nyoprettede Lærerembede ved Kommunens Skolevæsen (se Møderne den 17de April og 12te Juni).
Efter Skolekommissionens, af Skoleudvalget tiltraadte Indstilling af 27de f. M. vedtog man at bringe følgende Ansøgere i Forslag til Embedets Besættelse, nemlig 
som Nr. 1: Lærer V. N. Skovby, 
som Nr. 2: Lærer J. Jørgensen,
som Nr. 3: Lærer a. A. Andersen.
(Se Mødet den 21de August.)",#Skole- og Undervisningsvæsen.~Lærerpersonalets Ansættelse og Afskedigelse,"1890:138,160. side: 325#1890:113,130,133,138,217,217, side: 343#1890:88,122,138,149, side: 489"
12200,202-1890,18900717_133-6,https://storage.googleapis.com/openaws-webonly/18900717_133.pdf#page=6,"Til Efterretning toges en Skrivelse af 28de f. M., hvori den danske Landmandsbank erklærer at have modtaget Byraadets Skrivelse af 23de næstforud og den med samme fulgte, af Aarhus Havneudvalg den 4de Juni d. A. udstedte og med Byraadets Kavtionsoaategning af f. D. forsynede Obligation til Banken for et Beløb af 100,000 Kroner af det hos Banken i forrige Aar til Kommunens og Havnens Forbrug stiftede Laan paa 1 Mill. Kroner. (Se Mødet den 22de Maj og derefter den 13. Oktobet.)
Beløbet er fra den 1ste i d. M. stillet til Havneudvalgets Raadighed.",#Laan.~Kommunens Laan.,"1890:138,160. side: 325#1890:113,130,133,138,217,217, side: 343#1890:88,122,138,149, side: 489"
12202,203-1890,18900717_133-7,https://storage.googleapis.com/openaws-webonly/18900717_133.pdf#page=7,"Fra en Del næringsdrivende var der modtaget en Skrivelse af 27de f. M., hvori samme frembære deres Tak for Byraadet, fordi de saakaldte St. Olufs Torvedage i Aar ere blevne afholdte og udtale Haabet om, at disse Torvedage ogsaa maa blive afholdte i de kommende Aar. (Se Mødet den 22de Maj.)
Til Efterretning.",#Markeder og Torvedage.~Markeder.,"1890:139, side: 30#1890:139,187, side: 31#1890:139,187. side: 37#1890:114,139. side: 362#1890:139. side: 459#1890:139, side: 484#1890:139. side: 585#1890:139. side: 592"
12203,242-1890,18900717_133-7,https://storage.googleapis.com/openaws-webonly/18900717_133.pdf#page=7,"Til Efterretning toges en Meddelelse om, at det ved skriftlig Votering af Byraadets Medlemmet under 21de f. M. er besluttet at antage et fra Grosserer R. Wulff fremkommet og med Gasværksudvalgets Indstilling af 21de Juni d. A. fremsendt Licitationstilbud paa Levering af 5700 Tons Wearmouth Gaskul til Gasværkets Forbrug til en Pris af 19 Kr. 95 Øre pr. Ton a 2032 Pund.",Belysning.~Gasværk (Gaskompagni).  a) Værkets Anlæg og Drift.,"1890:139, side: 30#1890:139,187, side: 31#1890:139,187. side: 37#1890:114,139. side: 362#1890:139. side: 459#1890:139, side: 484#1890:139. side: 585#1890:139. side: 592"
12204,243-1890,18900717_133-7,https://storage.googleapis.com/openaws-webonly/18900717_133.pdf#page=7,"En fra Udvalget for Gasværket under 17de d. M. fremkommen Begjæring om en ny Bevilling paa 18,000 Kr. til ny Ledninger og Maalere, da de paa Kontiene IX 2 a og 3 af indeværende Aars Budget dertil opførte Beløb paa Grund af den store Tilgang af Kogeggasforbrugere ere opbrugte, blev forhandlet, men derpaa foreløbig udsat.
(Se Mødet den 9de Oktober.)",#Belysning.~Gasværk (Gaskompagni).  a) Værkets Anlæg og Drift.#Belysning.~Gasindlæg.,"1890:139, side: 30#1890:139,187, side: 31#1890:139,187. side: 37#1890:114,139. side: 362#1890:139. side: 459#1890:139, side: 484#1890:139. side: 585#1890:139. side: 592"
12205,246-1890,18900717_133-7,https://storage.googleapis.com/openaws-webonly/18900717_133.pdf#page=7,"Til Efterretning toges en Skrivelse fra Aarhus Stiftamt af 20de f. M., hvorved det meddeles, at Kjøbstadens Bidrag til Skolefonden for 1890-91 udgjør 7258 Kr. 43 Øre.",#Skole- og Undervisningsvæsen.~Skoleinspektør.,"1890:139, side: 30#1890:139,187, side: 31#1890:139,187. side: 37#1890:114,139. side: 362#1890:139. side: 459#1890:139, side: 484#1890:139. side: 585#1890:139. side: 592"
12206,249-1890,18900717_133-7,https://storage.googleapis.com/openaws-webonly/18900717_133.pdf#page=7,"Til Efterretning toges en Meddelelse om, at det ved skriftlig Votering af Byraadets Medlemmer under 2den d. M. er tilladt Udvalget for Skovvæsenet efter sammes i Skrivelse af 27de f. M. derom fremsatte Begjæring at lade grave en Brønd til Brug for Lejeren af Beværtningen paa Ferdinandpladsen i Ris Skov, idet den hidtilværende Brønd ved Sammenstyrtning er bleven ubrugelig. 
Da der ikke haves Midler paa Skovvæsenets Budget til Udgifter ved dette Arbejde, vil Beløbet, der er 214 Kr., være at paaføres Konto XVIII 31 for 1890.",#Riis Skov.~Ferdinandpladsen#Vandforsyning og Vandværk.~Brønde.,"1890:139, side: 30#1890:139,187, side: 31#1890:139,187. side: 37#1890:114,139. side: 362#1890:139. side: 459#1890:139, side: 484#1890:139. side: 585#1890:139. side: 592"
12207,252-1890,18900717_133-7,https://storage.googleapis.com/openaws-webonly/18900717_133.pdf#page=7,"Det meddeltes, at der ved skriftlig Votering af Byraadets Medlemmer, foretagen den 2den d. M., er tilladt",#Vennelyst.~Vennelyst i Alm.,"1890:139, side: 30#1890:139,187, side: 31#1890:139,187. side: 37#1890:114,139. side: 362#1890:139. side: 459#1890:139, side: 484#1890:139. side: 585#1890:139. side: 592"
12208,252-1890,18900717_133-8,https://storage.googleapis.com/openaws-webonly/18900717_133.pdf#page=8,"Komiteen for den her i Byen i Dagene fra den 13de til den 15de Juli afholdte almindelige Sangfest at benytte ""Vennelyst"" den 13de d. M. saaledes, at Haven den Dag kun stod aaben for uvedkommende mod en Entré af 35 Øre pro persona, idet man dog betingede Tilladelsen af, at Komiteen arrangerede sig med Værten i Etablissementet.
For saa vidt Komiteen dernæst i Forbindelse hermed havde andraget om i de ovennævnte Dage at faa  overladt et Lokale paa Raadhuset til der at holde Bureau for Sangfesten, havde man svaret, at der fra Byraadets Side intet havdes at erindre herimod, men at man forøvrigt i denne Henseende maatte henvise til det af Byraadet og Amtsraadet angaaende Raadhuset nedsatte Fællesudvalg.
Foranstaaende Meddelelse tages til Efterretning.",,"1890:140, side: 30#1890:140. side: 132#1890:140. side: 461#1890:140, side: 574#1890:140, side: 592"
12209,253-1890,18900717_133-8,https://storage.googleapis.com/openaws-webonly/18900717_133.pdf#page=8,"Til Efterretning toges en Meddelelse om, at Byraadet under 2den d. M. ved skriftlig Votering af sammes Medlemmer efter derom fra Udvalgene for Gas- og Vandværket foreliggende Fællesindstilling af 1ste d. M. havde antaget et fra N. A. Schjørring i Kjøbenhavn fremkommet Licitationstilbud paa Levering af forskjellige støbte og trukne Jærnrør, Forbindelsesdele, Bly m. m. til Værkernes Forbrug i Tiden fra den 1ste Juli 1890 til dem 1ste Juli 1891. Den samlede Sum for de forskjellige Leveringer udgjør 15.088 Kroner.",Belysning.~Gasværk (Gaskompagni).  a) Værkets Anlæg og Drift.,"1890:140, side: 30#1890:140. side: 132#1890:140. side: 461#1890:140, side: 574#1890:140, side: 592"
12210,258-1890,18900717_133-8,https://storage.googleapis.com/openaws-webonly/18900717_133.pdf#page=8,"Efter derom fra Aarhus Boldklub foreliggende Andragende gav Byraadet foreløbigt Klubben Tilladelse til, naar til Efteraaret den østlige Del af Officershaven ved Fodfolkskasernen overgaar til Byen til Anvendelse ved Anlægget af den ny Boulevard og til Udvidelse af ""Vennelyst"", at beholde den af samme nu benyttede Lawn-Tennisbane paa dette Terræn og den nu for Tiden i Hegnet imellem Haven og Markvejen anbragte Laage, saaledes at der, saa længe denne Tilladelse gjælder, ikke bliver almindelig Udgang til den af Klubben benyttede Plads.",#Foreninger.~Sportsklubber.,"1890:140, side: 30#1890:140. side: 132#1890:140. side: 461#1890:140, side: 574#1890:140, side: 592"
12211,259-1890,18900717_133-8,https://storage.googleapis.com/openaws-webonly/18900717_133.pdf#page=8,"Efter derom indgivet Andragende har Byraadet ved derom foretagen skriftlig Votering af sammes Medlemmer under 4de d. M. tilladt, at Komiteen for den i Dagene fra den 13de til den 15de d. M. her i Byen afholdte almindelige Sangfest maatte efter nærmere Aftale med Skovudvalget og Værten",#Riis Skov.~Pavillonen.,"1890:140, side: 30#1890:140. side: 132#1890:140. side: 461#1890:140, side: 574#1890:140, side: 592"
12212,259-1890,18900717_133-9,https://storage.googleapis.com/openaws-webonly/18900717_133.pdf#page=9,"i ""Pavillonen"" i Ris Skov faa Pladsen afspærret omkring dette Etablissement i Anledning af en Fest for Sangere, som afholdtes Mandagen den 14de d. M. om Eftermiddagen, saaledes at Adgangen til Pladsen maatte betales med 25 Øre pro persona af Folk, der ikke vare Deltagere i Festen. 
For saa vidt Komiteen endvidere havde andraget om, at der maatte blive truffet nogle nærmere angivne Bestemmelser angaaende Færdselen med Vogne igjennem Skoven, saa længe Festen varede, havde man svaret, at der fra Byraadets Side intet vidstes til Hinder for, at Komiteen erhvervede en slig Tilladelse, hvis Meddelelse imidlertid formentes at henhøre under Politiets Omraade. 
Meddelelsen om foranstaaende toges til Efterretning.",,"1890:141,201. side: 134#1890:141. side: 143#1890:141. side: 187#1890:141. side: 338#1890:141,151. side: 505#1890:141,151. side: 506"
12213,261-1890,18900717_133-9,https://storage.googleapis.com/openaws-webonly/18900717_133.pdf#page=9,"Et fra St. Stefansforeningen fremkommet Andragende om Bidrag til en 3dje Menighedsdiakonisse her i Byen blev henvist til Foretagelse under Budgetbehandlingen.
(Se Mødet den 27de Oktober.)",Foreninger.~Stefansforeningen.,"1890:141,201. side: 134#1890:141. side: 143#1890:141. side: 187#1890:141. side: 338#1890:141,151. side: 505#1890:141,151. side: 506"
12214,262-1890,18900717_133-9,https://storage.googleapis.com/openaws-webonly/18900717_133.pdf#page=9,"Efter derom foreliggende Andragende tillod Byraadet, at der ved Kommunens Foranstaltning maa blive lagt Tjærebeton paa Fortovet ud for den Kathrine Nielsen tilhørende Ejendom, Ny Munkegade Nr. 24, imod at Ejersken godtgjør Kæmnerkassen de dertil medgaaende Udgifter, der kunne anslaas til 80 Kroner, ved afdragsvis Betaling i 4 halvaarlige Terminer og forrenter det til enhver Tid tilbagestaaende Beløb med 4 % aarlig.",#Gader.~Fortove.,"1890:141,201. side: 134#1890:141. side: 143#1890:141. side: 187#1890:141. side: 338#1890:141,151. side: 505#1890:141,151. side: 506"
12215,265-1890,18900717_133-9,https://storage.googleapis.com/openaws-webonly/18900717_133.pdf#page=9,Til Efterretning toges Indenrigsministeriets Cirkulære af 9de Juni 1890 (Ministerialtidende A Nr. 79) angaaende Foranstaltninger ved Foretagelse af Vejarbejder til forekommende Fortidsminders Bevarelse.,"#Gader.~Gader, Gangstier og Veje i Almindelighed.#","1890:141,201. side: 134#1890:141. side: 143#1890:141. side: 187#1890:141. side: 338#1890:141,151. side: 505#1890:141,151. side: 506"
12216,267-1890,18900717_133-9,https://storage.googleapis.com/openaws-webonly/18900717_133.pdf#page=9,"Under 9de d. M. havde Udvalget for Skolevæsenet i Henhold til et derom fra Overlærer Handest modtaget Andragende og under Henvisning til en af Byraadsmedlem, Tømmermester J. Jensen Vroue i Forbindelse med Bygningsinspektøren foretagen Undersøgelse indstillet, at der, da det har vist sig, at den til Husholdningsbrug indrettede Kjældertage af den af Overlærer Handest beboede Lejlighed i Overlærerboligen ved de Søndre Byskoler, er stærkt angrebet af Svamp, maa indrettes Køkken",#Skole- og Undervisningsvæsen.~Søndre Byskole (Drengeskolen).,"1890:141,201. side: 134#1890:141. side: 143#1890:141. side: 187#1890:141. side: 338#1890:141,151. side: 505#1890:141,151. side: 506"
12217,267-1890,18900717_133-10,https://storage.googleapis.com/openaws-webonly/18900717_133.pdf#page=10,"og Spisekammer til Brug for Overlæreren i dennes nuværende Kontor, i Stedet for hvilket det over for liggende Værelse indtages til Kontor.
Ved skriftlig Votering af Byraadets Medlemmer, foretagen den 11te d. M., var denne Indstilling tiltraadt, idet man derhos samtidig havde anmodet Skoleudvalget om snarest muligt at lade foretage en indgaaende Undersøgelse af Kjælderforholdene i hele Overlærerboligen. 
Meddelelsen om foranstaaende toges til Efterretning.
(Se Mødet den 21de August.)",,"1890:142. side: 39#1890:18,26,34,46,56,130,142,143,159. side: 150#1890:142. side: 296#1890:142. side: 584"
12218,273-1890,18900717_133-10,https://storage.googleapis.com/openaws-webonly/18900717_133.pdf#page=10,"Efter derom foreliggende Andragende, der er anbefalet af Udvalgene for Gas- og Vandværket, blev der meddelt Chr. Jensen, Tangen Nr. 6, Autorisation som Gas- og Vandmester, dog paa Betingelse af, St han forinden han gjør Brug af denne Tilladelse løser Borgerskab paa en Næring, hvis Udøvelse medfører Berettigelse til Udførelse af de Arbejdet, der kunne ham overdragne i fornævnte Egenskab.",Belysning.~Gasmestre.#Vandforsyning og Vandværk.~Vandmestre.,"1890:142. side: 39#1890:18,26,34,46,56,130,142,143,159. side: 150#1890:142. side: 296#1890:142. side: 584"
12219,276-1890,18900717_133-10,https://storage.googleapis.com/openaws-webonly/18900717_133.pdf#page=10,"Ved en af 2 uvillige Mænde inde lovbefalede Former den 30te Juni 1890 afholdt Vurderingsforretning til Fastsættelse af den Erstatning, der kan tilkomme Brugerne af Jordlodderne Nr. 18, 28 og 29 i Skovvangen for Afsavn af det i Anlægget af det Stykke af den ny Boulevard, der gaar fra Kirkegaardsvej til Guldbergsgades Forlængelse, fornødne Jordareal, er samme bestemt saaledes:
For Lod Nr. 18, Lejer Vognmand Eskild Nielsen, der afgiver 10,000 Kvadrat Al., til . . . . . . . 120 Kr. 
Lejetiden ophører Oktober 1890.
For Lod Nr. 28, Lejer Gartner N. C. Jensen, der afgiver 12,000 Kvadrat-Al., til . . . . . . . . . . 1200 Kr.
Lodden er bevoxet med Havesager og Lejetiden udløber først i Aaret 1900.
For Lod Nr, 29, Lejer Justitsraad, Apotheker Meyer, der afgiver 3000 Kvadrat-Al., til . . . . . . . . . 150 Kr.
Lejetiden udløber i Aaret 1900.
Udvalget for Byens Udvidelse og Bebyggelse, efter hvis Rekvisition fornævnte Forretning er afholdt, oplyste, at vedkommende Lejere have erklæret sig tilfredse med den dem tilkjendte Erstatning, og indstillede derhos, at Byraadet paa Kommunens",Belysning.~Gasmestre.#Vandforsyning og Vandværk.~Vandmestre.,"1890:142. side: 39#1890:18,26,34,46,56,130,142,143,159. side: 150#1890:142. side: 296#1890:142. side: 584"
12220,276-1890,18900717_133-11,https://storage.googleapis.com/openaws-webonly/18900717_133.pdf#page=11,"Vegne ligeledes akkviescerer ved den afholdte Forretning, hvilken Indstilling Byraadet tiltraadte.",,"1890:43,54,143. side: 24#1890:18,26,34,46,56,130,142,143,159. side: 150#1890:43,54,143,189,230,235, side: 312#1890:143. side: 325"
12221,276-1890,18900717_133-11,https://storage.googleapis.com/openaws-webonly/18900717_133.pdf#page=11,"- 2. Efter derom fra Udvalget for Brolægningsvæsenet i Skrivelse af 17de d. M. foreliggende Indstilling forkastede Byraadet 2 henholdsvis af Entreprenør H. Jensen og Vognmand Gammelgaard til nævnte Udvalg indgivne Tilbud om Udførelse af Jordarbejdet paa ovennævnte Boulevardstrækning som værende for høje, hvorimod Udvalget bemyndigedes til at bortakkordere dette Arbejde under Haanden og sætte samme i Gang, saa snart der er opnaaet et efter Udvalgets Skjøn antageligt Bud paa sammes Udførelse.
Derimod antog Byraadet - efter fornævnte Udvalgs Indstilling - et fra Murmestrene Brødrene Thomsen fremkommet Tilbud paa Bygning af en Betonkloak under den store Dæmning for den nue Bpulevard imellem Randers Landevej og Guldbergsgade ved ""Vennelyst"", uagtet dette Tilbud, hvorefter der for dette Arbejde med Tillæg af Grus, Forme og andre fornødne Redskaber skal udredes
30 Øre pr. Kubikfod af selve Kloaken. 
15 Øre pr. Kubikfod for Fundamenterne under samme og 50 Kroner pr. Kubikfavn af Jordarbejdet,
ikke er det laveste, idet Udvalget anbefalede dette Firma som værende bedst kjendt med Støbning af Beton-Kloakledninger.
Ved disse 2 sidste Sager jfr. Sag. 406/89 om Anlæg af Boulevarden.","#Gader.~Anlæg og Udvidelser af Gader (jfr. ”bygningsvæsen” under ”Planer til Bebyggelse af ny Arealer).#Kloakvæsen og Vandafledning.~Kloaker, Kloakanlæg.","1890:43,54,143. side: 24#1890:18,26,34,46,56,130,142,143,159. side: 150#1890:43,54,143,189,230,235, side: 312#1890:143. side: 325"
12231,111-1890,18900821_143-6,https://storage.googleapis.com/openaws-webonly/18900821_143.pdf#page=6,"Til Efterretning toges en fra Aarhus Stiftamt modtagen Kommunikation af Indenrigsministeriets Skrivelse af 14de f. M., hvorved der er fremsendt en s. D. gjennem nævnte Ministerium af mandatum og uden Betaling meddelt allerhøjeste Stadfæstelse paa Fundatsen for ""Johannes Magnus Mørks Jubilæumslegat"" til Fordel for værdige og trængende i Aarhus Kjøbstad, dog saaledes at Legatkapitalen vil være at frugtbargjøre paa Anordningsmæssig Maade. (Se Mødet den 12te Juni.)
Fundatsen og Stadfæstelsen paa samme ere optagne i Tillægget.",#Legater~Legaters Oprettelse.,"1890:84,148,177, side: 222#1890:85,148. side: 222#1890:66,102,122,148, side: 350"
12232,138-1890,18900821_143-6,https://storage.googleapis.com/openaws-webonly/18900821_143.pdf#page=6,"Til Efterretning og videre fornøden Foranstaltning igjennem Indkvarteringskommissionen toges en fra Aarhus Stiftamt fremkommen Kommunikation af en Skrivelse af 9de d. M., hvori Indenrigsministeriet i Anledning af den i Mødet den 17de April vedtagne Indstilling meddeler Samtykke dels til, at Byraadet ladet den af Militæretaten attraaede Ombygning af Arrestlokalerne i det herværende Rytteretablissement foretage, saaledes at der tilstaas Kommunen i Godtgjørelse herfor 6 1/2 % aarligt af det dertil medgaaende Beløb, dog ikke udover 6 1/2 % af 561 Kr., og dels til, at denne Udgift afholdes af det Beløb af 543,200 Kr., som Kommunen ved Overenskomst af10./14. Maj 1887 har forpligtet sig til anvende til Byggeforetagender foruden herværende Garnison.
(Se Mødet den 25de September.)",Garnisonen.~Rytterikasernen.,"1890:84,148,177, side: 222#1890:85,148. side: 222#1890:66,102,122,148, side: 350"
12233,144-1890,18900821_143-6,https://storage.googleapis.com/openaws-webonly/18900821_143.pdf#page=6,"Til Efterretning og videre fornøden Foranstaltning igjennem Indkvarteringskommissionen toges en fra Aarhus Stiftamt fremkommen Kommunikation af en Skrivelse af 9de d. M., hvori Indenrigsministeriet i Anledning af den i Mødet den 17de April vedtagne Indstilling meddeler Samtykke til, at Tagfladerne paa Fouragemagasiner i den herværende Rytterkaserne",Garnisonen.~Rytterikasernen.,"1890:84,148,177, side: 222#1890:85,148. side: 222#1890:66,102,122,148, side: 350"
12234,144-1890,18900821_143-7,https://storage.googleapis.com/openaws-webonly/18900821_143.pdf#page=7,"maa forsynes med Under Beklædning, saaledes at der tilstaas Kommunen i Godtgjørelse herfor 6 1/2 % aarligt af det Beløb, der vil medgaa til Arbejdets Udførelse, dog ikke ud over 6 1/2 % af den beregnede Udgift 473 Kr. 60 Øre.",,"1890:127,149. side: 36#1890:149,232. side: 143#1890:104,149,186. side: 296#1890:149,232. side: 431#1890:88,122,138,149, side: 489#1890:127,149. side: 527"
12235,151-1890,18900821_143-7,https://storage.googleapis.com/openaws-webonly/18900821_143.pdf#page=7,"Til Efterretning toges en Skrivelse af 3dje d. M. fra Skoledirektionen for Aarhus Kjøbstad og Hasle Herred, hvori det meddeles, at samme efter Modtagelsen af Byraadets i Mødet den 17de f. M. vedtagne Indstilling om Besættelsen af det ledige Lærerembede her i Byen den 3dje d. M. har konstitueret Seminarist Ville Nielsen Skovby til Lærer ved Aarhus Skolevæsen.",#Skole- og Undervisningsvæsen.~Lærerpersonalets Ansættelse og Afskedigelse,"1890:127,149. side: 36#1890:149,232. side: 143#1890:104,149,186. side: 296#1890:149,232. side: 431#1890:88,122,138,149, side: 489#1890:127,149. side: 527"
